"UCM_Number"	"Canister"	"Class"	"Order"	"Family"	"Subfamily"	"Genus"	"Species"	"Element_original"	"Notes"	"Last.ID.revision"	"Museum_Number"	"prelim_taxon_name"	"box"
"1524"	"NSF-17-796"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper right M2"	""	""	"LACMP23-34011"	"Microtus sp"	"14"
"1525"	"NSF-17-797"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper right M1"	""	""	"LACMP23-34012"	"Microtus sp"	"14"
"1526"	"NSF-17-798"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper left M3 frag"	""	""	"LACMP23-34013"	"Microtus sp"	"14"
"1527"	"NSF-17-799"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper palate"	"no teeth"	""	"LACMP23-34014"	"Microtus sp"	"14"
"1528"	"NSF-17-800"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"right dentary frag w/ incisor"	""	""	"LACMP23-34015"	"Microtus sp"	"14"
"1529"	"NSF-17-801"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"molar frag"	""	""	"LACMP23-34016"	"Microtus sp"	"14"
"1530"	"NSF-17-802"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower right m2"	""	""	"LACMP23-34017"	"Microtus sp"	"14"
"1531"	"NSF-17-803"	"C3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"Otospermophilus"	"beecheyi"	"lower right m1/m2"	""	""	"LACMP23-34018"	"Otospermophilus beecheyi"	"14"
"1532"	"NSF-17-804"	"C3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"Otospermophilus"	"beecheyi"	"upper right M1/M2"	""	""	"LACMP23-34019"	"Otospermophilus beecheyi"	"14"
"1533"	"NSF-17-805"	"C3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"lower tooth frag"	""	""	"LACMP23-34020"	"cf Otospermophilus beecheyi"	"14"
"1534"	"NSF-17-806"	"C3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"lower left p4"	""	""	"LACMP23-34021"	"cf Otospermophilus beecheyi"	"14"
"1535"	"NSF-17-807"	"C3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"upper right M1/M2"	"small"	""	"LACMP23-34022"	"cf Otospermophilus beecheyi"	"14"
"1536"	"NSF-17-808"	"C3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"upper tooth frag"	""	""	"LACMP23-34023"	"cf Otospermophilus beecheyi"	"14"
"1537"	"NSF-17-809"	"C3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"lower tooth frag"	""	""	"LACMP23-34024"	"cf Otospermophilus beecheyi"	"14"
"1538"	"NSF-17-810"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"right dentary"	"no teeth"	"10/1/2018"	"LACMP23-34025"	"Mammalia-Rodentia"	"14"
"1539"	"NSF-17-811"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"left dentary w/ incisor"	""	"10/1/2018"	"LACMP23-34026"	"Mammalia-Rodentia"	"14"
"1540"	"NSF-17-812"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	""	"upper right M1"	""	""	"LACMP23-34027"	"Mammalia-Rodentia"	"14"
"1541"	"NSF-17-813"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower left m1"	""	""	"LACMP23-34028"	"Mammalia-Rodentia"	"14"
"1542"	"NSF-17-814"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"upper right M1"	""	""	"LACMP23-34029"	"Mammalia-Rodentia"	"14"
"1543"	"NSF-17-815"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	""	"lower right m1"	""	""	"LACMP23-34030"	"Mammalia-Rodentia"	"14"
"1544"	"NSF-17-816"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"left dentary frag"	"no teeth"	""	"LACMP23-34031"	"Cricetidae (Neotominae)"	"14"
"1545"	"NSF-17-817"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	"upper left M1"	""	""	""	"LACMP23-34032"	"cf Reithrodontomys upper left M1"	"14"
"1546"	"NSF-17-818"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Peromyscus"	"lower right m2"	""	""	""	"LACMP23-34033"	"cf Peromyscus lower right m2"	"14"
"1547"	"NSF-17-819"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	"lower left partial m1"	""	""	""	"LACMP23-34034"	"cf Reithrodontomys lower left partial m1"	"14"
"1548"	"NSF-17-820"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	"cf Reithrodontomys"	"upper right M1"	""	""	""	"LACMP23-34035"	"cf Reithrodontomys upper right M1"	"14"
"1549"	"NSF-17-821"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"molar frag"	""	""	"LACMP23-34036"	"Microtus sp"	"14"
"1550"	"NSF-17-822"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"molar frag"	""	""	"LACMP23-34037"	"Microtus sp"	"14"
"1551"	"NSF-17-823"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"molar frag"	""	""	"LACMP23-34038"	"Microtus sp"	"14"
"1552"	"NSF-17-824"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower right m3"	""	""	"LACMP23-34039"	"Microtus sp"	"14"
"1553"	"NSF-17-825"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper left m3 frag"	""	""	"LACMP23-34040"	"Microtus sp"	"14"
"1554"	"NSF-17-826"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Microtus"	""	"right dentary frag"	""	""	"LACMP23-34041"	"Mammalia-Rodentia"	"14"
"1555"	"NSF-17-827"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Microtus"	""	"left dentary frag w/ incisor"	""	""	"LACMP23-34042"	"Mammalia-Rodentia"	"14"
"1556"	"NSF-17-828"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower left m1 frag"	""	""	"LACMP23-34043"	"Microtus sp"	"14"
"1557"	"NSF-17-829"	"C3/L6"	"Mammalia"	"Carnivora"	"Mustelidae"	""	"Mustela"	"frenata"	"upper canine"	""	""	"LACMP23-34044"	"Mustela frenata"	"14"
"1558"	"NSF-17-830"	"C3/L6"	"Mammalia"	"Carnivora"	"Mustelidae"	""	"Mustela"	"frenata"	"upper right M1"	""	""	"LACMP23-34045"	"Mustela frenata"	"14"
"1559"	"NSF-17-831"	"C3/L6"	"Mammalia"	"Carnivora"	""	""	""	""	"incisor frag?"	""	""	"LACMP23-34046"	"Mammalia-Carnivora"	"14"
"1560"	"NSF-17-832"	"C3/L6"	"Mammalia"	"Carnivora"	"Mustelidae"	""	"cf Mustela"	"frenata"	"worn m2?"	""	""	"LACMP23-34047"	"cf Mustela frenata"	"14"
"1561"	"NSF-17-833"	"C3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Neotoma"	""	"broken molar"	"multiple frags"	""	"LACMP23-34048"	"Mammalia-Rodentia"	"14"
"1562"	"NSF-17-834"	"C3/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"cf Sylvilagus"	""	"tooth frag"	""	""	"LACMP23-34049"	"Mammalia-Lagomorpha"	"14"
"1563"	"NSF-17-835"	"C3/L6"	"Mammalia"	"Rodentia"	"cf Geomyidae/Heteromyidae"	""	""	""	"maxillary frag"	""	""	"LACMP23-34050"	"cf Geomyidae/Heteromyidae"	"14"
"1564"	"NSF-17-836"	"C3/L6"	"Mammalia"	""	""	""	""	""	"partial tooth"	""	""	"LACMP23-34051"	"Mammalia-"	"14"
"1565"	"NSF-17-837"	"C3/L6"	"Mammalia"	""	""	""	""	""	"tooth "	""	""	"LACMP23-34052"	"Mammalia-"	"14"
"1566"	"NSF-17-838"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Reithrodontomys"	""	"lower left m1 "	""	""	"LACMP23-34053"	"Mammalia-Rodentia"	"14"
"1567"	"NSF-17-839"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Peromyscus"	""	"lower left m1"	""	""	"LACMP23-34054"	"Mammalia-Rodentia"	"14"
"1568"	"NSF-17-840"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Peromyscus"	""	"upper left M2"	""	""	"LACMP23-34055"	"Mammalia-Rodentia"	"14"
"1569"	"NSF-17-841"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Reithrodontomys"	"sp"	"lower left m2"	""	""	"LACMP23-34056"	"Reithrodontomys sp"	"14"
"1570"	"NSF-17-842"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower right m2"	"worn, digested?"	""	"LACMP23-34057"	"Cricetidae (Neotominae)"	"14"
"1571"	"NSF-17-843"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower left m2"	"worn"	""	"LACMP23-34058"	"Cricetidae (Neotominae)"	"14"
"1572"	"NSF-17-844"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Peromyscus"	""	"lower right m2"	""	""	"LACMP23-34059"	"Mammalia-Rodentia"	"14"
"1573"	"NSF-17-845"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower left m1"	"strange shape, very small, juvi?"	""	"LACMP23-34060"	"Cricetidae (Neotominae)"	"14"
"1574"	"NSF-17-846"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"right dentary frag"	"no teeth"	""	"LACMP23-34061"	"Cricetidae (Neotominae)"	"14"
"1575"	"NSF-17-847"	"B3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	""	"cf Dipodomys"	""	"upper molar"	""	""	"LACMP23-34062"	"Mammalia-Rodentia"	"14"
"1576"	"NSF-17-848"	"B3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	""	"cf Dipodomys"	""	"molar"	""	""	"LACMP23-34063"	"Mammalia-Rodentia"	"14"
"1577"	"NSF-17-849"	"B3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	""	"cf Dipodomys"	""	"lower molar"	""	""	"LACMP23-34064"	"Mammalia-Rodentia"	"14"
"1578"	"NSF-17-850"	"B3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	""	"Dipodomys"	"sp"	"upper molar"	""	""	"LACMP23-34065"	"Dipodomys sp"	"14"
"1579"	"NSF-17-851"	"B3/L3"	"Mammalia"	"Rodentia"	"Heteromyidae"	""	"Dipodomys"	"sp"	"lower molar"	""	""	"LACMP23-34066"	"Dipodomys sp"	"14"
"1580"	"NSF-17-852"	"B3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"juv. tooth"	""	""	"LACMP23-34067"	"Geomyidae/Heteromyidae"	"14"
"1581"	"NSF-17-853"	"B3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"juv. tooth"	""	""	"LACMP23-34068"	"Geomyidae/Heteromyidae"	"14"
"1582"	"NSF-17-854"	"B3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-34069"	"Geomyidae/Heteromyidae"	"14"
"1583"	"NSF-17-855"	"B3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-34070"	"Geomyidae/Heteromyidae"	"14"
"1584"	"NSF-17-856"	"B3/L3"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"maxillary frag"	""	""	"LACMP23-34071"	"Geomyidae/Heteromyidae"	"14"
"1585"	"NSF-17-857"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper left M3"	""	""	"LACMP23-34072"	"Microtus sp"	"14"
"1586"	"NSF-17-858"	"B3/L3"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower left m3"	""	""	"LACMP23-34073"	"Microtus sp"	"14"
"1587"	"NSF-17-859"	"B3/L3"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"lower left p4"	""	""	"LACMP23-34074"	"cf Otospermophilus beecheyi"	"14"
"1588"	"NSF-17-860"	"C2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper right tooth"	""	""	"LACMP23-34075"	"Sylvilagus sp"	"14"
"1589"	"NSF-17-861"	"C2/L2"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper left tooth"	""	""	"LACMP23-34076"	"Sylvilagus sp"	"14"
"1590"	"NSF-17-862"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower left m1"	""	""	"LACMP23-34077"	"Microtus sp"	"14"
"1591"	"NSF-17-863"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower left m1"	""	""	"LACMP23-34078"	"Microtus sp"	"14"
"1592"	"NSF-17-864"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower right m1"	""	""	"LACMP23-34079"	"Microtus sp"	"14"
"1593"	"NSF-17-865"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower right m1"	""	""	"LACMP23-34080"	"Microtus sp"	"14"
"1594"	"NSF-17-866"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper left M3"	"juvi?"	""	"LACMP23-34081"	"Microtus sp"	"14"
"1595"	"NSF-17-867"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper left M2"	""	""	"LACMP23-34082"	"Microtus sp"	"14"
"1596"	"NSF-17-868"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper right M2"	""	""	"LACMP23-34083"	"Microtus sp"	"14"
"1597"	"NSF-17-869"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper left M2"	""	""	"LACMP23-34084"	"Microtus sp"	"14"
"1598"	"NSF-17-870"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"upper left M1"	"surface covered "	""	"LACMP23-34085"	"Microtus sp"	"14"
"1599"	"NSF-17-871"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Microtus"	""	"lower m1/m2 frag"	""	""	"LACMP23-34086"	"Mammalia-Rodentia"	"14"
"1600"	"NSF-17-872"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower right m2"	""	""	"LACMP23-34087"	"Microtus sp"	"14"
"1601"	"NSF-17-873"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Neotoma"	"sp"	"upper right M1"	""	""	"LACMP23-34088"	"Neotoma sp"	"14"
"1602"	"NSF-17-874"	"C2/L2"	"Mammalia"	"Rodentia"	"Geomyidae"	""	"Thomomys"	"sp"	"lower left m1/m2 "	"broken, 2 frags"	""	"LACMP23-34089"	"Thomomys sp"	"14"
"1603"	"NSF-17-875"	"C2/L2"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth"	"juvi"	""	"LACMP23-34090"	"Geomyidae/Heteromyidae"	"14"
"1604"	"NSF-17-876"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Reithrodontomys"	""	"lower right m1"	""	""	"LACMP23-34091"	"Mammalia-Rodentia"	"14"
"1605"	"NSF-17-877"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Peromyscus"	""	"upper right M1"	""	""	"LACMP23-34092"	"Mammalia-Rodentia"	"14"
"1606"	"NSF-17-878"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower right m1"	"weathered, digested"	""	"LACMP23-34093"	"Cricetidae (Neotominae)"	"14"
"1607"	"NSF-17-879"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower right m1"	"worn"	""	"LACMP23-34094"	"Cricetidae (Neotominae)"	"14"
"1608"	"NSF-17-880"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"lower right m2"	"worn"	""	"LACMP23-34095"	"Cricetidae (Neotominae)"	"14"
"1609"	"NSF-17-881"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Reithrodontomys"	"sp"	"lower right m2"	""	""	"LACMP23-34096"	"Reithrodontomys sp"	"14"
"1610"	"NSF-17-882"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Peromyscus "	"sp"	"upper left M1"	"very small"	""	"LACMP23-34097"	"Peromyscus  sp"	"14"
"1611"	"NSF-17-883"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"partial right dentary"	"no teeth"	""	"LACMP23-34098"	"Cricetidae (Neotominae)"	"14"
"1612"	"NSF-17-884"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	""	""	"tooth"	"strange shape"	""	"LACMP23-34099"	"Cricetidae"	"14"
"1613"	"NSF-17-885"	"C2/L2"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Reithrodontomys"	""	"upper left M2"	""	""	"LACMP23-34100"	"Mammalia-Rodentia"	"14"
"1614"	"NSF-17-886"	"D3/L6"	"Mammalia"	"Carnivora"	"Canidae"	""	"Canis"	"cf latrans"	"lower left i1/i2"	""	""	"LACMP23-34101"	"Canis cf latrans"	"14"
"1615"	"NSF-17-887"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Microtus"	""	"molar frag"	""	""	"LACMP23-34102"	"Mammalia-Rodentia"	"14"
"1616"	"NSF-17-888"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Microtus"	""	"molar frag"	""	""	"LACMP23-34103"	"Mammalia-Rodentia"	"14"
"1617"	"NSF-17-889"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Microtus"	"sp"	"lower left m3"	""	""	"LACMP23-34104"	"Microtus sp"	"14"
"1618"	"NSF-17-890"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Reithrodontomys"	""	"lower left m1"	""	""	"LACMP23-34105"	"Mammalia-Rodentia"	"14"
"1619"	"NSF-17-891"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Peromyscus"	""	"partial lower right m1"	""	""	"LACMP23-34106"	"Mammalia-Rodentia"	"14"
"1620"	"NSF-17-892"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"Neotoma"	"sp"	"upper right M3"	""	""	"LACMP23-34107"	"Neotoma sp"	"14"
"1621"	"NSF-17-893"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"maxillary frag"	""	""	"LACMP23-34108"	"Cricetidae (Neotominae)"	"14"
"1622"	"NSF-17-894"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	"Neotominae"	""	""	"molar frag"	""	""	"LACMP23-34109"	"Cricetidae (Neotominae)"	"14"
"1623"	"NSF-17-895"	"D3/L6"	"Mammalia"	"Rodentia"	"Cricetidae"	""	"cf Reithrodontomys"	""	"lower right m1"	""	""	"LACMP23-34110"	"Mammalia-Rodentia"	"14"
"1624"	"NSF-17-896"	"D3/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper left tooth"	""	""	"LACMP23-34111"	"Sylvilagus sp"	"14"
"1625"	"NSF-17-897"	"D3/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"partial upper tooth"	""	""	"LACMP23-34112"	"Sylvilagus sp"	"14"
"1626"	"NSF-17-898"	"D3/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper left tooth"	""	""	"LACMP23-34113"	"Sylvilagus sp"	"14"
"1627"	"NSF-17-899"	"D3/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper right tooth"	""	""	"LACMP23-34114"	"Sylvilagus sp"	"14"
"1628"	"NSF-17-900"	"D3/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper right tooth"	""	""	"LACMP23-34115"	"Sylvilagus sp"	"14"
"1629"	"NSF-17-901"	"D3/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"partial lower left tooth"	""	""	"LACMP23-34116"	"Sylvilagus sp"	"14"
"1630"	"NSF-17-902"	"D3/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"audubonii"	"lower right p3"	"surface covered"	""	"LACMP23-34117"	"Sylvilagus audubonii"	"14"
"1631"	"NSF-17-903"	"D3/L6"	"Mammalia"	"Rodentia"	"Heteromyidae"	""	"Dipodomys"	"sp"	"lower (right?) m1/m2"	""	""	"LACMP23-34118"	"Dipodomys sp"	"14"
"1632"	"NSF-17-904"	"D3/L6"	"Mammalia"	"Rodentia"	"Heteromyidae"	""	"Dipodomys"	"sp"	"lower right m1/m2"	""	""	"LACMP23-34119"	"Dipodomys sp"	"14"
"1633"	"NSF-17-905"	"D3/L6"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth"	"juvi"	""	"LACMP23-34120"	"Geomyidae/Heteromyidae"	"14"
"1634"	"NSF-17-906"	"D3/L6"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth"	"juvi"	""	"LACMP23-34121"	"Geomyidae/Heteromyidae"	"14"
"1635"	"NSF-17-907"	"D3/L6"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth, p4?"	"juvi"	""	"LACMP23-34122"	"Geomyidae/Heteromyidae"	"14"
"1636"	"NSF-17-908"	"D3/L6"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth"	"broken, 2 frags"	""	"LACMP23-34123"	"Geomyidae/Heteromyidae"	"14"
"1637"	"NSF-17-909"	"D3/L6"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-34124"	"Geomyidae/Heteromyidae"	"14"
"1638"	"NSF-17-910"	"D3/L6"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-34125"	"Geomyidae/Heteromyidae"	"14"
"1639"	"NSF-17-911"	"D3/L6"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-34126"	"Geomyidae/Heteromyidae"	"14"
"1640"	"NSF-17-912"	"D3/L6"	"Mammalia"	"Rodentia"	"Geomyidae/Heteromyidae"	""	""	""	"tooth frag"	""	""	"LACMP23-34127"	"Geomyidae/Heteromyidae"	"14"
"1641"	"NSF-17-913"	"D3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Neotamias"	""	"lower tooth frag"	""	""	"LACMP23-34128"	"Mammalia-Rodentia"	"14"
"1642"	"NSF-17-914"	"D3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"lower right m1/m2"	"juvi"	""	"LACMP23-34129"	"cf Otospermophilus beecheyi"	"14"
"1643"	"NSF-17-915"	"D3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"Otospermophilus"	"beecheyi"	"lower right m1/m2"	""	""	"LACMP23-34130"	"Otospermophilus beecheyi"	"14"
"1644"	"NSF-17-916"	"D3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"lower right m1/m2 frag"	""	""	"LACMP23-34131"	"cf Otospermophilus beecheyi"	"14"
"1645"	"NSF-17-917"	"D3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	""	"cf Otospermophilus"	"beecheyi"	"upper right M1/M2 frag"	""	""	"LACMP23-34132"	"cf Otospermophilus beecheyi"	"14"
"1646"	"NSF-17-918"	"D3/L6"	"Mammalia"	"Rodentia"	"Sciuridae"	"Xerinae"	""	""	"lower tooth frag"	""	""	"LACMP23-34133"	"Sciuridae (Xerinae)"	"14"
"1647"	"NSF-17-919"	"D3/L6"	"Mammalia"	"Rodentia"	"cf Sciuridae"	""	""	""	"tooth frag"	""	""	"LACMP23-34134"	"cf Sciuridae"	"14"
"1648"	"NSF-17-920"	"D3/L6"	"Mammalia"	""	""	""	""	""	"partial tooth"	""	""	"LACMP23-34135"	"Mammalia-"	"14"
"1649"	"NSF-17-921"	"B2/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper left tooth"	""	""	"LACMP23-34136"	"Sylvilagus sp"	"14"
"1650"	"NSF-17-922"	"B2/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"upper right tooth"	""	""	"LACMP23-34137"	"Sylvilagus sp"	"14"
"1651"	"NSF-17-923"	"B2/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"partial upper right tooth"	""	""	"LACMP23-34138"	"Sylvilagus sp"	"14"
"1652"	"NSF-17-924"	"B2/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"lower right tooth"	""	""	"LACMP23-34139"	"Sylvilagus sp"	"14"
"1653"	"NSF-17-925"	"B2/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"lower right tooth"	""	""	"LACMP23-34140"	"Sylvilagus sp"	"14"
"1654"	"NSF-17-926"	"B2/L6"	"Mammalia"	"Lagomorpha"	"Leporidae"	""	"Sylvilagus"	"sp"	"lower left tooth"	""	""	"LACMP23-34141"	"Sylvilagus sp"	"14"
